1,2,1
1,19,1
1,22,1
1,28,1
1,33,1
1,35,1
1,42,1
1,43,1
1,44,1
1,65,1
1,71,1
1,72,1
1,80,1
1,85,1
1,89,1
1,92,1
1,93,1
1,96,1
2,19,1
2,22,1
2,28,1
2,33,1
2,35,1
2,42,1
2,43,1
2,44,1
2,65,1
2,71,1
2,72,1
2,80,1
2,85,1
2,89,1
2,92,1
2,93,1
2,96,1
19,22,1
19,28,1
19,33,1
19,35,1
19,42,1
19,43,1
19,44,1
19,65,1
19,71,1
19,72,1
19,80,1
19,85,1
19,89,1
19,92,1
19,93,1
19,96,1
22,28,1
22,33,1
22,35,1
22,42,1
22,43,1
22,44,1
22,65,1
22,71,1
22,72,1
22,80,1
22,85,1
22,89,1
22,92,1
22,93,1
22,96,1
28,33,1
28,35,1
28,42,1
28,43,1
28,44,1
28,65,1
28,71,1
28,72,1
28,80,1
28,85,1
28,89,1
28,92,1
28,93,1
28,96,1
33,35,1
33,42,1
33,43,1
33,44,1
33,65,1
33,71,1
33,72,1
33,80,1
33,85,1
33,89,1
33,92,1
33,93,1
33,96,1
35,42,1
35,43,1
35,44,1
35,65,1
35,71,1
35,72,1
35,80,1
35,85,1
35,89,1
35,92,1
35,93,1
35,96,1
42,43,1
42,44,1
42,65,1
42,71,1
42,72,1
42,80,1
42,85,1
42,89,1
42,92,1
42,93,1
42,96,1
43,44,1
43,65,1
43,71,1
43,72,1
43,80,1
43,85,1
43,89,1
43,92,1
43,93,1
43,96,1
44,65,1
44,71,1
44,72,1
44,80,1
44,85,1
44,89,1
44,92,1
44,93,1
44,96,1
65,71,1
65,72,1
65,80,1
65,85,1
65,89,1
65,92,1
65,93,1
65,96,1
71,72,1
71,80,1
71,85,1
71,89,1
71,92,1
71,93,1
71,96,1
72,80,1
72,85,1
72,89,1
72,92,1
72,93,1
72,96,1
80,85,1
80,89,1
80,92,1
80,93,1
80,96,1
85,89,1
85,92,1
85,93,1
85,96,1
89,92,1
89,93,1
89,96,1
92,93,1
92,96,1
93,96,1
3,36,1
3,50,1
3,61,1
3,66,1
3,69,1
3,75,1
3,88,1
3,95,1
36,50,1
36,61,1
36,66,1
36,69,1
36,75,1
36,88,1
36,95,1
50,61,1
50,66,1
50,69,1
50,75,1
50,88,1
50,95,1
61,66,1
61,69,1
61,75,1
61,88,1
61,95,1
66,69,1
66,75,1
66,88,1
66,95,1
69,75,1
69,88,1
69,95,1
75,88,1
75,95,1
88,95,1
3,18,1
3,36,1
3,50,1
3,61,1
3,66,1
3,69,1
3,75,1
3,79,1
3,98,1
18,36,1
18,50,1
18,61,1
18,66,1
18,69,1
18,75,1
18,79,1
18,98,1
36,50,1
36,61,1
36,66,1
36,69,1
36,75,1
36,79,1
36,98,1
50,61,1
50,66,1
50,69,1
50,75,1
50,79,1
50,98,1
61,66,1
61,69,1
61,75,1
61,79,1
61,98,1
66,69,1
66,75,1
66,79,1
66,98,1
69,75,1
69,79,1
69,98,1
75,79,1
75,98,1
79,98,1
4,5,1
4,12,1
4,14,1
4,15,1
4,26,1
4,27,1
4,29,1
4,31,1
4,32,1
4,34,1
4,36,1
4,39,1
4,42,1
4,43,1
4,50,1
4,51,1
4,62,1
4,63,1
4,66,1
4,68,1
4,69,1
4,74,1
4,75,1
4,78,1
4,81,1
4,82,1
4,83,1
4,84,1
4,88,1
4,90,1
4,95,1
4,97,1
4,100,1
5,12,1
5,14,1
5,15,1
5,26,1
5,27,1
5,29,1
5,31,1
5,32,1
5,34,1
5,36,1
5,39,1
5,42,1
5,43,1
5,50,1
5,51,1
5,62,1
5,63,1
5,66,1
5,68,1
5,69,1
5,74,1
5,75,1
5,78,1
5,81,1
5,82,1
5,83,1
5,84,1
5,88,1
5,90,1
5,95,1
5,97,1
5,100,1
12,14,1
12,15,1
12,26,1
12,27,1
12,29,1
12,31,1
12,32,1
12,34,1
12,36,1
12,39,1
12,42,1
12,43,1
12,50,1
12,51,1
12,62,1
12,63,1
12,66,1
12,68,1
12,69,1
12,74,1
12,75,1
12,78,1
12,81,1
12,82,1
12,83,1
12,84,1
12,88,1
12,90,1
12,95,1
12,97,1
12,100,1
14,15,1
14,26,1
14,27,1
14,29,1
14,31,1
14,32,1
14,34,1
14,36,1
14,39,1
14,42,1
14,43,1
14,50,1
14,51,1
14,62,1
14,63,1
14,66,1
14,68,1
14,69,1
14,74,1
14,75,1
14,78,1
14,81,1
14,82,1
14,83,1
14,84,1
14,88,1
14,90,1
14,95,1
14,97,1
14,100,1
15,26,1
15,27,1
15,29,1
15,31,1
15,32,1
15,34,1
15,36,1
15,39,1
15,42,1
15,43,1
15,50,1
15,51,1
15,62,1
15,63,1
15,66,1
15,68,1
15,69,1
15,74,1
15,75,1
15,78,1
15,81,1
15,82,1
15,83,1
15,84,1
15,88,1
15,90,1
15,95,1
15,97,1
15,100,1
26,27,1
26,29,1
26,31,1
26,32,1
26,34,1
26,36,1
26,39,1
26,42,1
26,43,1
26,50,1
26,51,1
26,62,1
26,63,1
26,66,1
26,68,1
26,69,1
26,74,1
26,75,1
26,78,1
26,81,1
26,82,1
26,83,1
26,84,1
26,88,1
26,90,1
26,95,1
26,97,1
26,100,1
27,29,1
27,31,1
27,32,1
27,34,1
27,36,1
27,39,1
27,42,1
27,43,1
27,50,1
27,51,1
27,62,1
27,63,1
27,66,1
27,68,1
27,69,1
27,74,1
27,75,1
27,78,1
27,81,1
27,82,1
27,83,1
27,84,1
27,88,1
27,90,1
27,95,1
27,97,1
27,100,1
29,31,1
29,32,1
29,34,1
29,36,1
29,39,1
29,42,1
29,43,1
29,50,1
29,51,1
29,62,1
29,63,1
29,66,1
29,68,1
29,69,1
29,74,1
29,75,1
29,78,1
29,81,1
29,82,1
29,83,1
29,84,1
29,88,1
29,90,1
29,95,1
29,97,1
29,100,1
31,32,1
31,34,1
31,36,1
31,39,1
31,42,1
31,43,1
31,50,1
31,51,1
31,62,1
31,63,1
31,66,1
31,68,1
31,69,1
31,74,1
31,75,1
31,78,1
31,81,1
31,82,1
31,83,1
31,84,1
31,88,1
31,90,1
31,95,1
31,97,1
31,100,1
32,34,1
32,36,1
32,39,1
32,42,1
32,43,1
32,50,1
32,51,1
32,62,1
32,63,1
32,66,1
32,68,1
32,69,1
32,74,1
32,75,1
32,78,1
32,81,1
32,82,1
32,83,1
32,84,1
32,88,1
32,90,1
32,95,1
32,97,1
32,100,1
34,36,1
34,39,1
34,42,1
34,43,1
34,50,1
34,51,1
34,62,1
34,63,1
34,66,1
34,68,1
34,69,1
34,74,1
34,75,1
34,78,1
34,81,1
34,82,1
34,83,1
34,84,1
34,88,1
34,90,1
34,95,1
34,97,1
34,100,1
36,39,1
36,42,1
36,43,1
36,50,1
36,51,1
36,62,1
36,63,1
36,66,1
36,68,1
36,69,1
36,74,1
36,75,1
36,78,1
36,81,1
36,82,1
36,83,1
36,84,1
36,88,1
36,90,1
36,95,1
36,97,1
36,100,1
39,42,1
39,43,1
39,50,1
39,51,1
39,62,1
39,63,1
39,66,1
39,68,1
39,69,1
39,74,1
39,75,1
39,78,1
39,81,1
39,82,1
39,83,1
39,84,1
39,88,1
39,90,1
39,95,1
39,97,1
39,100,1
42,43,1
42,50,1
42,51,1
42,62,1
42,63,1
42,66,1
42,68,1
42,69,1
42,74,1
42,75,1
42,78,1
42,81,1
42,82,1
42,83,1
42,84,1
42,88,1
42,90,1
42,95,1
42,97,1
42,100,1
43,50,1
43,51,1
43,62,1
43,63,1
43,66,1
43,68,1
43,69,1
43,74,1
43,75,1
43,78,1
43,81,1
43,82,1
43,83,1
43,84,1
43,88,1
43,90,1
43,95,1
43,97,1
43,100,1
50,51,1
50,62,1
50,63,1
50,66,1
50,68,1
50,69,1
50,74,1
50,75,1
50,78,1
50,81,1
50,82,1
50,83,1
50,84,1
50,88,1
50,90,1
50,95,1
50,97,1
50,100,1
51,62,1
51,63,1
51,66,1
51,68,1
51,69,1
51,74,1
51,75,1
51,78,1
51,81,1
51,82,1
51,83,1
51,84,1
51,88,1
51,90,1
51,95,1
51,97,1
51,100,1
62,63,1
62,66,1
62,68,1
62,69,1
62,74,1
62,75,1
62,78,1
62,81,1
62,82,1
62,83,1
62,84,1
62,88,1
62,90,1
62,95,1
62,97,1
62,100,1
63,66,1
63,68,1
63,69,1
63,74,1
63,75,1
63,78,1
63,81,1
63,82,1
63,83,1
63,84,1
63,88,1
63,90,1
63,95,1
63,97,1
63,100,1
66,68,1
66,69,1
66,74,1
66,75,1
66,78,1
66,81,1
66,82,1
66,83,1
66,84,1
66,88,1
66,90,1
66,95,1
66,97,1
66,100,1
68,69,1
68,74,1
68,75,1
68,78,1
68,81,1
68,82,1
68,83,1
68,84,1
68,88,1
68,90,1
68,95,1
68,97,1
68,100,1
69,74,1
69,75,1
69,78,1
69,81,1
69,82,1
69,83,1
69,84,1
69,88,1
69,90,1
69,95,1
69,97,1
69,100,1
74,75,1
74,78,1
74,81,1
74,82,1
74,83,1
74,84,1
74,88,1
74,90,1
74,95,1
74,97,1
74,100,1
75,78,1
75,81,1
75,82,1
75,83,1
75,84,1
75,88,1
75,90,1
75,95,1
75,97,1
75,100,1
78,81,1
78,82,1
78,83,1
78,84,1
78,88,1
78,90,1
78,95,1
78,97,1
78,100,1
81,82,1
81,83,1
81,84,1
81,88,1
81,90,1
81,95,1
81,97,1
81,100,1
82,83,1
82,84,1
82,88,1
82,90,1
82,95,1
82,97,1
82,100,1
83,84,1
83,88,1
83,90,1
83,95,1
83,97,1
83,100,1
84,88,1
84,90,1
84,95,1
84,97,1
84,100,1
88,90,1
88,95,1
88,97,1
88,100,1
90,95,1
90,97,1
90,100,1
95,97,1
95,100,1
97,100,1
4,12,1
4,14,1
12,14,1
4,18,1
4,88,1
18,88,1
6,8,1
6,10,1
6,11,1
6,20,1
6,25,1
6,41,1
6,61,1
6,67,1
6,70,1
6,73,1
6,77,1
6,87,1
6,91,1
6,94,1
8,10,1
8,11,1
8,20,1
8,25,1
8,41,1
8,61,1
8,67,1
8,70,1
8,73,1
8,77,1
8,87,1
8,91,1
8,94,1
10,11,1
10,20,1
10,25,1
10,41,1
10,61,1
10,67,1
10,70,1
10,73,1
10,77,1
10,87,1
10,91,1
10,94,1
11,20,1
11,25,1
11,41,1
11,61,1
11,67,1
11,70,1
11,73,1
11,77,1
11,87,1
11,91,1
11,94,1
20,25,1
20,41,1
20,61,1
20,67,1
20,70,1
20,73,1
20,77,1
20,87,1
20,91,1
20,94,1
25,41,1
25,61,1
25,67,1
25,70,1
25,73,1
25,77,1
25,87,1
25,91,1
25,94,1
41,61,1
41,67,1
41,70,1
41,73,1
41,77,1
41,87,1
41,91,1
41,94,1
61,67,1
61,70,1
61,73,1
61,77,1
61,87,1
61,91,1
61,94,1
67,70,1
67,73,1
67,77,1
67,87,1
67,91,1
67,94,1
70,73,1
70,77,1
70,87,1
70,91,1
70,94,1
73,77,1
73,87,1
73,91,1
73,94,1
77,87,1
77,91,1
77,94,1
87,91,1
87,94,1
91,94,1
6,13,1
6,16,1
6,20,1
6,23,1
6,24,1
6,37,1
6,45,1
6,46,1
6,47,1
6,48,1
6,64,1
6,70,1
6,77,1
6,86,1
6,87,1
6,91,1
6,94,1
13,16,1
13,20,1
13,23,1
13,24,1
13,37,1
13,45,1
13,46,1
13,47,1
13,48,1
13,64,1
13,70,1
13,77,1
13,86,1
13,87,1
13,91,1
13,94,1
16,20,1
16,23,1
16,24,1
16,37,1
16,45,1
16,46,1
16,47,1
16,48,1
16,64,1
16,70,1
16,77,1
16,86,1
16,87,1
16,91,1
16,94,1
20,23,1
20,24,1
20,37,1
20,45,1
20,46,1
20,47,1
20,48,1
20,64,1
20,70,1
20,77,1
20,86,1
20,87,1
20,91,1
20,94,1
23,24,1
23,37,1
23,45,1
23,46,1
23,47,1
23,48,1
23,64,1
23,70,1
23,77,1
23,86,1
23,87,1
23,91,1
23,94,1
24,37,1
24,45,1
24,46,1
24,47,1
24,48,1
24,64,1
24,70,1
24,77,1
24,86,1
24,87,1
24,91,1
24,94,1
37,45,1
37,46,1
37,47,1
37,48,1
37,64,1
37,70,1
37,77,1
37,86,1
37,87,1
37,91,1
37,94,1
45,46,1
45,47,1
45,48,1
45,64,1
45,70,1
45,77,1
45,86,1
45,87,1
45,91,1
45,94,1
46,47,1
46,48,1
46,64,1
46,70,1
46,77,1
46,86,1
46,87,1
46,91,1
46,94,1
47,48,1
47,64,1
47,70,1
47,77,1
47,86,1
47,87,1
47,91,1
47,94,1
48,64,1
48,70,1
48,77,1
48,86,1
48,87,1
48,91,1
48,94,1
64,70,1
64,77,1
64,86,1
64,87,1
64,91,1
64,94,1
70,77,1
70,86,1
70,87,1
70,91,1
70,94,1
77,86,1
77,87,1
77,91,1
77,94,1
86,87,1
86,91,1
86,94,1
87,91,1
87,94,1
91,94,1
7,17,1
7,76,1
17,76,1
8,10,1
8,25,1
8,41,1
8,67,1
8,73,1
10,25,1
10,41,1
10,67,1
10,73,1
25,41,1
25,67,1
25,73,1
41,67,1
41,73,1
67,73,1
8,10,1
8,25,1
8,67,1
8,73,1
10,25,1
10,67,1
10,73,1
25,67,1
25,73,1
67,73,1
9,64,1
13,16,1
13,23,1
13,24,1
13,37,1
13,45,1
13,46,1
13,47,1
13,48,1
13,86,1
16,23,1
16,24,1
16,37,1
16,45,1
16,46,1
16,47,1
16,48,1
16,86,1
23,24,1
23,37,1
23,45,1
23,46,1
23,47,1
23,48,1
23,86,1
24,37,1
24,45,1
24,46,1
24,47,1
24,48,1
24,86,1
37,45,1
37,46,1
37,47,1
37,48,1
37,86,1
45,46,1
45,47,1
45,48,1
45,86,1
46,47,1
46,48,1
46,86,1
47,48,1
47,86,1
48,86,1
15,31,1
15,39,1
15,51,1
15,52,1
15,53,1
15,54,1
15,55,1
15,56,1
15,57,1
15,58,1
15,59,1
15,60,1
15,62,1
15,74,1
15,81,1
15,83,1
